transaction_id,customer_id,merchant_id,amount,currency,payment_method,payment_gateway,card_type,transaction_timestamp,customer_payment_success_rate,customer_previous_transactions,customer_previous_failures,days_since_last_successful_payment,device_type,device_id,ip_risk_score,customer_location,merchant_category,merchant_risk_score,avs_result,cvv_result,authentication_result,bank_response_code,gateway_response_code,payment_status,failure_code,failure_reason,is_retryable,recovery_probability_target,recovered
tx_00000367,cust_000126,merch_0020,572.82,INR,UPI,RAZORPAY,NA,2026-06-10 23:03:37,0.9681,11,1,6.8,MOBILE_ANDROID,dev_915186,9.35,"Hyderabad, IN",ECOMMERCE,10.97,MATCH,NOT_CHECKED,FAILED,65_AUTH_FAILED,GATEWAY_401_AUTH_FAILED,FAILED,AUTHENTICATION_FAILURE,3DS / OTP verification failed or timed out.,False,0.2871,1.0
tx_00000464,cust_000084,merch_0045,5581.6,INR,UPI,RAZORPAY,NA,2026-07-07 03:42:51,0.9062,13,1,20.0,MOBILE_IOS,dev_935209,23.17,"Mumbai, IN",EDTECH,26.1,MATCH,NOT_CHECKED,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.6037,1.0
tx_00000735,cust_000014,merch_0012,277.96,INR,UPI,HDFC_PG,NA,2026-08-09 17:21:37,0.7049,6,2,10.1,MOBILE_ANDROID,dev_763610,3.2,"Chennai, IN",SAAS,8.81,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000805,cust_000062,merch_0042,76.39,INR,NET_BANKING,RAZORPAY,NA,2026-05-28 12:08:25,0.9471,15,0,3.3,DESKTOP_WINDOWS,dev_373513,10.43,"Delhi, IN",GAMING,27.52,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000475,cust_000223,merch_0023,1220.52,INR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-08-08 12:38:21,0.7681,7,1,37.4,MOBILE_ANDROID,dev_613529,29.51,"Mumbai, IN",SAAS,33.65,PARTIAL_MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000164,cust_000113,merch_0043,1673.01,INR,UPI,RAZORPAY,NA,2026-07-30 03:01:55,0.9621,11,1,1.9,MOBILE_ANDROID,dev_348093,10.25,"Mumbai, IN",GAMING,6.9,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000506,cust_000141,merch_0006,1497.9,INR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-07-13 02:16:02,0.703,5,4,18.7,MOBILE_IOS,dev_445961,6.84,"Mumbai, IN",FINANCIAL_SERVICES,6.64,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000027,cust_000271,merch_0010,1061.26,INR,UPI,RAZORPAY,NA,2026-06-19 11:51:07,0.8849,8,1,45.1,DESKTOP_WINDOWS,dev_615470,5.08,"Hyderabad, IN",SAAS,10.13,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000776,cust_000006,merch_0050,613.78,INR,UPI,RAZORPAY,NA,2026-07-04 01:54:23,0.6686,17,1,9.1,MOBILE_ANDROID,dev_406435,10.23,"Chennai, IN",SAAS,3.9,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000987,cust_000177,merch_0024,616.25,INR,NET_BANKING,RAZORPAY,NA,2026-08-23 23:32:07,0.8275,17,3,5.9,MOBILE_ANDROID,dev_394203,32.34,"Mumbai, IN",ECOMMERCE,27.41,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000132,cust_000045,merch_0021,658.32,INR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-08-18 15:35:53,0.8378,8,0,14.7,DESKTOP_WINDOWS,dev_427282,3.02,"Hyderabad, IN",GAMING,0.63,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000726,cust_000207,merch_0026,66.24,INR,UPI,CASHFREE,NA,2026-07-15 13:25:38,0.7951,9,3,20.3,DESKTOP_WINDOWS,dev_348339,28.86,"Bengaluru, IN",EDTECH,15.73,PARTIAL_MATCH,NOT_CHECKED,ATTEMPTED,05_DO_NOT_HONOR,GATEWAY_400_DECLINED,FAILED,BANK_DECLINED,Issuing bank declined transaction without specific reason.,False,0.1779,0.0
tx_00000288,cust_000253,merch_0026,726.09,INR,UPI,HDFC_PG,NA,2026-08-24 05:28:29,0.899,14,0,23.8,MOBILE_ANDROID,dev_421133,10.64,"Bengaluru, IN",ECOMMERCE,11.65,NO_MATCH,NOT_CHECKED,FAILED,14_INVALID_ACCOUNT,GATEWAY_400_BAD_REQUEST,FAILED,INVALID_PAYMENT_DETAILS,"Incorrect card number, CVV, or UPI ID.",False,0.1022,0.0
tx_00000454,cust_000224,merch_0024,968.35,INR,CREDIT_CARD,RAZORPAY,MASTERCARD,2026-07-15 21:20:20,0.6274,10,3,8.5,DESKTOP_WINDOWS,dev_454449,46.16,"Mumbai, IN",SAAS,5.83,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000069,cust_000217,merch_0007,5762.35,INR,UPI,RAZORPAY,NA,2026-08-07 23:43:51,0.6155,11,5,15.0,MOBILE_ANDROID,dev_946299,62.7,"Delhi, IN",FINANCIAL_SERVICES,14.71,PARTIAL_MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000578,cust_000041,merch_0017,2125.02,INR,NET_BANKING,BILLDESK,NA,2026-08-01 13:48:13,0.7594,8,3,9.9,MOBILE_ANDROID,dev_129152,13.57,"Chennai, IN",ECOMMERCE,25.05,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000717,cust_000048,merch_0020,89.02,INR,DEBIT_CARD,HDFC_PG,MASTERCARD,2026-05-27 17:20:44,0.6448,20,11,3.3,MOBILE_ANDROID,dev_719657,4.36,"Mumbai, IN",GAMING,17.91,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000543,cust_000044,merch_0012,245.49,INR,DEBIT_CARD,RAZORPAY,MASTERCARD,2026-05-28 02:42:46,0.649,16,4,26.2,MOBILE_IOS,dev_532038,32.08,"Bengaluru, IN",EDTECH,14.08,MATCH,MATCH,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.1989,0.0
tx_00000264,cust_000286,merch_0008,645.21,INR,UPI,ICICI_PG,NA,2026-06-27 15:28:47,0.8102,9,0,8.3,MOBILE_IOS,dev_573574,27.91,"Chennai, IN",SAAS,19.86,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000667,cust_000138,merch_0015,162.73,INR,NET_BANKING,HDFC_PG,NA,2026-06-29 12:24:58,0.945,9,1,8.3,MOBILE_IOS,dev_402838,19.08,"Bengaluru, IN",ECOMMERCE,17.22,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000785,cust_000070,merch_0034,2261.38,EUR,DEBIT_CARD,HDFC_PG,MASTERCARD,2026-06-20 15:51:47,0.9163,15,1,95.9,MOBILE_IOS,dev_920144,8.76,"Mumbai, IN",SAAS,21.35,MATCH,MATCH,SUCCESS,96_SYSTEM_ERROR,GATEWAY_500_INTERNAL_ERROR,FAILED,NETWORK_ERROR,"Network timeout between merchant, gateway, and bank.",True,0.7369,1.0
tx_00000913,cust_000047,merch_0008,1977.52,INR,WALLET,RAZORPAY,NA,2026-07-29 06:48:19,0.9007,19,0,2.2,MOBILE_ANDROID,dev_827531,5.69,"Mumbai, IN",UTILITIES,30.17,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000777,cust_000180,merch_0049,838.5,INR,UPI,HDFC_PG,NA,2026-08-18 11:49:10,0.5461,9,3,4.7,DESKTOP_MAC,dev_148296,18.56,"Bengaluru, IN",ECOMMERCE,39.7,MATCH,NOT_CHECKED,SUCCESS,96_SYSTEM_ERROR,GATEWAY_500_INTERNAL_ERROR,FAILED,NETWORK_ERROR,"Network timeout between merchant, gateway, and bank.",True,0.5029,0.0
tx_00000365,cust_000290,merch_0004,613.23,USD,UPI,ICICI_PG,NA,2026-07-02 01:35:43,0.5048,13,6,28.8,MOBILE_ANDROID,dev_627956,21.38,"New York, US",EDTECH,7.14,MATCH,NOT_CHECKED,SUCCESS,96_SYSTEM_ERROR,GATEWAY_500_INTERNAL_ERROR,FAILED,NETWORK_ERROR,"Network timeout between merchant, gateway, and bank.",True,0.508,1.0
tx_00000555,cust_000147,merch_0034,194.34,USD,CREDIT_CARD,RAZORPAY,VISA,2026-08-15 03:42:24,0.7576,11,2,3.8,MOBILE_IOS,dev_518246,18.86,"Mumbai, IN",EDTECH,14.78,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000263,cust_000277,merch_0048,547.44,INR,UPI,RAZORPAY,NA,2026-08-11 18:07:10,0.7257,9,1,0.4,MOBILE_ANDROID,dev_588124,18.41,"London, UK",EDTECH,24.0,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000262,cust_000226,merch_0009,455.84,INR,CREDIT_CARD,CASHFREE,VISA,2026-05-31 10:49:58,0.6901,13,3,33.7,MOBILE_IOS,dev_931843,4.83,"Chennai, IN",SAAS,13.78,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000970,cust_000128,merch_0004,1284.02,INR,CREDIT_CARD,HDFC_PG,MASTERCARD,2026-06-16 06:35:35,0.5997,14,8,18.5,MOBILE_ANDROID,dev_149649,23.2,"Delhi, IN",UTILITIES,2.02,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000601,cust_000224,merch_0015,434.54,INR,UPI,ICICI_PG,NA,2026-06-21 00:04:30,0.8594,16,1,9.8,MOBILE_ANDROID,dev_303753,20.07,"Bengaluru, IN",ECOMMERCE,33.82,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000891,cust_000231,merch_0020,410.61,INR,UPI,RAZORPAY,NA,2026-06-17 13:19:45,0.5932,13,9,16.2,MOBILE_IOS,dev_561540,1.04,"Mumbai, IN",ECOMMERCE,2.26,MATCH,NOT_CHECKED,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.2468,1.0
tx_00000079,cust_000063,merch_0002,1389.83,INR,DEBIT_CARD,ICICI_PG,VISA,2026-08-14 18:48:04,0.6849,13,4,6.3,DESKTOP_WINDOWS,dev_372460,21.23,"Hyderabad, IN",ECOMMERCE,25.57,MATCH,MATCH,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.2926,1.0
tx_00000011,cust_000100,merch_0047,7325.29,INR,DEBIT_CARD,RAZORPAY,AMEX,2026-07-21 13:08:08,0.5624,16,7,70.5,MOBILE_ANDROID,dev_700465,7.78,"Mumbai, IN",EDTECH,20.74,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000908,cust_000015,merch_0023,63.0,INR,DEBIT_CARD,RAZORPAY,VISA,2026-07-03 14:57:50,0.7832,18,4,7.8,MOBILE_ANDROID,dev_894370,3.5,"Mumbai, IN",SAAS,6.34,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000862,cust_000089,merch_0012,290.12,USD,UPI,HDFC_PG,NA,2026-07-03 16:48:47,0.6993,10,3,1.7,MOBILE_ANDROID,dev_752515,7.71,"Mumbai, IN",UTILITIES,22.51,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000718,cust_000061,merch_0047,757.55,USD,CREDIT_CARD,HDFC_PG,MASTERCARD,2026-06-19 14:15:08,0.681,11,2,2.6,MOBILE_ANDROID,dev_562661,33.18,"Bengaluru, IN",SAAS,6.2,MATCH,MATCH,SUCCESS,96_SYSTEM_ERROR,GATEWAY_500_INTERNAL_ERROR,FAILED,NETWORK_ERROR,"Network timeout between merchant, gateway, and bank.",True,0.5586,0.0
tx_00000083,cust_000289,merch_0020,315.65,INR,UPI,CASHFREE,NA,2026-06-18 16:50:44,0.8643,11,1,6.5,DESKTOP_WINDOWS,dev_907594,27.07,"Delhi, IN",ECOMMERCE,5.84,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000584,cust_000220,merch_0016,404.38,USD,UPI,HDFC_PG,NA,2026-05-28 20:49:29,0.8703,11,0,7.7,MOBILE_ANDROID,dev_341608,33.22,"Bengaluru, IN",ECOMMERCE,7.7,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000423,cust_000043,merch_0034,270.48,EUR,CREDIT_CARD,RAZORPAY,VISA,2026-05-30 23:10:47,0.9113,13,1,19.7,MOBILE_IOS,dev_801940,24.64,"London, UK",SAAS,21.46,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000181,cust_000160,merch_0022,7278.18,INR,CREDIT_CARD,RAZORPAY,MASTERCARD,2026-06-18 13:56:39,0.7259,16,7,10.8,DESKTOP_WINDOWS,dev_909977,31.11,"Delhi, IN",SAAS,11.36,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000422,cust_000168,merch_0011,863.59,USD,UPI,RAZORPAY,NA,2026-08-03 12:36:18,0.9171,9,3,30.3,DESKTOP_MAC,dev_922343,27.76,"Delhi, IN",EDTECH,23.8,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000861,cust_000132,merch_0037,3171.35,INR,UPI,ICICI_PG,NA,2026-07-27 03:34:55,0.7195,18,7,8.6,MOBILE_ANDROID,dev_885338,36.2,"Bengaluru, IN",GAMING,30.0,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000955,cust_000055,merch_0028,1024.11,INR,WALLET,RAZORPAY,NA,2026-07-18 20:31:30,0.7578,14,3,5.1,MOBILE_IOS,dev_130845,24.67,"Mumbai, IN",ECOMMERCE,15.28,MATCH,NOT_CHECKED,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.3436,0.0
tx_00000906,cust_000216,merch_0038,440.87,INR,WALLET,CASHFREE,NA,2026-06-01 05:01:05,0.9179,8,0,8.4,MOBILE_ANDROID,dev_486044,4.17,"Delhi, IN",SAAS,18.49,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000351,cust_000145,merch_0004,447.91,INR,UPI,HDFC_PG,NA,2026-06-26 04:13:26,0.897,12,1,14.9,MOBILE_ANDROID,dev_326685,12.2,"Delhi, IN",UTILITIES,21.42,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000701,cust_000133,merch_0011,3271.94,INR,UPI,ICICI_PG,NA,2026-07-11 01:17:25,0.804,5,2,5.4,MOBILE_IOS,dev_974805,11.4,"Delhi, IN",ECOMMERCE,12.05,MATCH,NOT_CHECKED,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.7165,1.0
tx_00000754,cust_000126,merch_0041,128.42,EUR,CREDIT_CARD,HDFC_PG,RUPAY,2026-06-15 03:54:36,0.5922,8,4,0.7,MOBILE_IOS,dev_927819,21.99,"New York, US",FINANCIAL_SERVICES,7.99,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000712,cust_000121,merch_0012,337.24,INR,CREDIT_CARD,RAZORPAY,MASTERCARD,2026-06-30 21:29:08,0.8336,13,2,4.8,MOBILE_ANDROID,dev_494858,10.99,"Mumbai, IN",UTILITIES,25.9,MATCH,MATCH,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.722,0.0
tx_00000686,cust_000281,merch_0026,1793.71,INR,UPI,BILLDESK,NA,2026-07-21 21:05:48,0.928,12,1,1.5,MOBILE_ANDROID,dev_356817,23.07,"Delhi, IN",GAMING,17.45,MATCH,NOT_CHECKED,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.5505,0.0
tx_00000276,cust_000046,merch_0017,916.61,INR,NET_BANKING,RAZORPAY,NA,2026-07-28 22:56:55,0.8731,15,3,4.7,MOBILE_IOS,dev_574656,4.72,"Mumbai, IN",UTILITIES,14.68,MATCH,NOT_CHECKED,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.786,0.0
tx_00000973,cust_000182,merch_0046,1321.95,INR,CREDIT_CARD,BILLDESK,RUPAY,2026-06-11 15:48:13,0.8258,8,2,20.6,DESKTOP_MAC,dev_797484,0.92,"Delhi, IN",ECOMMERCE,23.07,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000877,cust_000145,merch_0037,120.14,INR,UPI,RAZORPAY,NA,2026-08-12 15:17:22,0.7894,10,2,13.5,MOBILE_ANDROID,dev_123268,1.2,"Chennai, IN",EDTECH,25.15,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000064,cust_000213,merch_0031,80.67,USD,NET_BANKING,HDFC_PG,NA,2026-08-01 20:04:48,0.6892,11,2,2.8,MOBILE_IOS,dev_405194,13.55,"Bengaluru, IN",FINANCIAL_SERVICES,8.77,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000270,cust_000192,merch_0030,342.94,INR,UPI,CASHFREE,NA,2026-07-31 03:58:19,0.7839,11,4,4.3,MOBILE_ANDROID,dev_863070,21.54,"Hyderabad, IN",UTILITIES,6.23,MATCH,NOT_CHECKED,ATTEMPTED,54_EXPIRED_CARD,GATEWAY_400_BAD_REQUEST,FAILED,EXPIRED_CARD,Card expiry date has passed.,False,0.0644,0.0
tx_00000117,cust_000222,merch_0039,1677.27,INR,UPI,CASHFREE,NA,2026-07-09 17:33:21,0.6833,13,3,73.8,DESKTOP_WINDOWS,dev_351585,8.82,"Mumbai, IN",GAMING,7.11,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000001,cust_000103,merch_0049,29.22,INR,UPI,RAZORPAY,NA,2026-08-05 20:16:11,0.7782,9,1,33.1,MOBILE_ANDROID,dev_932290,30.73,"Bengaluru, IN",ECOMMERCE,5.92,MATCH,NOT_CHECKED,SUCCESS,96_SYSTEM_ERROR,GATEWAY_500_INTERNAL_ERROR,FAILED,NETWORK_ERROR,"Network timeout between merchant, gateway, and bank.",True,0.4473,0.0
tx_00000941,cust_000106,merch_0008,207.58,INR,CREDIT_CARD,ICICI_PG,MASTERCARD,2026-07-31 07:54:59,0.8285,8,1,8.0,MOBILE_IOS,dev_626854,5.53,"Chennai, IN",EDTECH,20.19,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000661,cust_000247,merch_0024,825.61,INR,CREDIT_CARD,RAZORPAY,VISA,2026-06-23 09:59:11,0.7997,15,3,3.8,MOBILE_IOS,dev_725389,12.87,"Mumbai, IN",ECOMMERCE,21.13,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000938,cust_000133,merch_0049,636.78,EUR,CREDIT_CARD,RAZORPAY,VISA,2026-08-02 11:37:43,0.8402,9,2,10.2,MOBILE_IOS,dev_447983,1.33,"Mumbai, IN",ECOMMERCE,12.71,MATCH,MATCH,SUCCESS,51_INSUFFICIENT_FUNDS,GATEWAY_400_DECLINED,FAILED,INSUFFICIENT_FUNDS,Customer account balance insufficient at transaction time.,True,0.5093,0.0
tx_00000153,cust_000234,merch_0012,442.39,INR,DEBIT_CARD,HDFC_PG,MASTERCARD,2026-06-17 17:32:59,0.9339,14,0,48.7,MOBILE_ANDROID,dev_306511,8.38,"Delhi, IN",FINANCIAL_SERVICES,15.95,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000972,cust_000179,merch_0038,91.95,USD,UPI,HDFC_PG,NA,2026-05-30 02:22:27,0.6915,14,5,13.8,MOBILE_IOS,dev_687791,31.57,"Delhi, IN",ECOMMERCE,7.42,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000361,cust_000058,merch_0013,1047.96,INR,CREDIT_CARD,RAZORPAY,MASTERCARD,2026-07-18 07:29:59,0.5968,8,5,13.8,MOBILE_ANDROID,dev_755347,5.9,"Chennai, IN",UTILITIES,6.23,PARTIAL_MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000707,cust_000218,merch_0039,369.89,INR,NET_BANKING,RAZORPAY,NA,2026-05-31 14:20:53,0.6566,5,4,5.3,MOBILE_ANDROID,dev_328594,18.67,"Hyderabad, IN",GAMING,26.84,PARTIAL_MATCH,NOT_CHECKED,ATTEMPTED,05_DO_NOT_HONOR,GATEWAY_400_DECLINED,FAILED,BANK_DECLINED,Issuing bank declined transaction without specific reason.,False,0.0861,0.0
tx_00000206,cust_000129,merch_0025,1307.46,INR,CREDIT_CARD,RAZORPAY,RUPAY,2026-06-08 05:54:48,0.7614,16,5,5.7,MOBILE_ANDROID,dev_538804,7.56,"Mumbai, IN",FINANCIAL_SERVICES,26.85,MATCH,MATCH,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.5822,0.0
tx_00000758,cust_000013,merch_0035,1338.16,INR,UPI,RAZORPAY,NA,2026-07-30 18:59:01,0.6584,12,4,35.7,MOBILE_IOS,dev_474562,8.86,"Chennai, IN",FINANCIAL_SERVICES,4.88,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000321,cust_000288,merch_0044,91.14,INR,UPI,ICICI_PG,NA,2026-06-23 13:51:14,0.5357,12,8,8.7,MOBILE_ANDROID,dev_406652,22.21,"Delhi, IN",ECOMMERCE,17.41,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000468,cust_000177,merch_0027,744.33,INR,DEBIT_CARD,RAZORPAY,VISA,2026-07-16 11:09:24,0.9264,8,1,14.5,MOBILE_ANDROID,dev_849623,42.51,"Mumbai, IN",EDTECH,15.58,MATCH,MATCH,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000327,cust_000190,merch_0025,329.04,INR,UPI,RAZORPAY,NA,2026-06-09 08:13:16,0.9118,11,0,11.1,MOBILE_ANDROID,dev_864236,5.51,"Chennai, IN",FINANCIAL_SERVICES,19.63,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000627,cust_000173,merch_0007,441.61,INR,CREDIT_CARD,CASHFREE,VISA,2026-07-24 16:42:22,0.7435,10,2,21.2,MOBILE_IOS,dev_457819,22.88,"Mumbai, IN",SAAS,3.84,MATCH,MATCH,SUCCESS,91_TIMEOUT,GATEWAY_504_TIMEOUT,FAILED,TEMPORARY_GATEWAY_FAILURE,Transient gateway downtime or rate limit.,True,0.7509,1.0
tx_00000401,cust_000290,merch_0009,95.21,INR,UPI,ICICI_PG,NA,2026-06-03 20:21:17,0.7615,8,0,1.9,MOBILE_IOS,dev_577060,9.01,"Bengaluru, IN",ECOMMERCE,33.76,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000662,cust_000106,merch_0041,276.56,INR,UPI,RAZORPAY,NA,2026-07-12 03:13:53,0.8134,11,1,12.0,MOBILE_ANDROID,dev_362962,11.4,"Bengaluru, IN",ECOMMERCE,19.44,MATCH,NOT_CHECKED,SUCCESS,00_SUCCESS,GATEWAY_200_OK,SUCCESS,NONE,Transaction completed successfully.,False,,
tx_00000185,cust_000184,merch_0047,1386.71,INR,DEBIT_CARD,HDFC_PG,VISA,2026-08-04 02:01:54,0.9198,8,0,5.5,DESKTOP_MAC,dev_479949,27.16,"Mumbai, IN",SAAS,13.89,PARTIAL_MATCH,MATCH,ATTEMPTED,05_DO_NOT_HONOR,GATEWAY_400_DECLINED,FAILED,BANK_DECLINED,Issuing bank declined transaction without specific reason.,False,0.1769,1.0
